pair,date,open,high,low,close,volume,close_time,quote_volume,trades
YFI/USDC,2025-02-27,5906.0,5906.0,5906.0,5906.0,0.0,2025-02-27 23:59:59.999,0.0,0
YFI/USDC,2025-02-28,5906.0,5906.0,5906.0,5906.0,0.0,2025-02-28 23:59:59.999,0.0,0
YFI/USDC,2025-03-01,5906.0,5906.0,5906.0,5906.0,0.0,2025-03-01 23:59:59.999,0.0,0
YFI/USDC,2025-03-02,5906.0,5906.0,5906.0,5906.0,0.0,2025-03-02 23:59:59.999,0.0,0
YFI/USDC,2025-03-03,5906.0,5906.0,5906.0,5906.0,0.0,2025-03-03 23:59:59.999,0.0,0
YFI/USDC,2025-03-04,5906.0,5906.0,5906.0,5906.0,0.0,2025-03-04 23:59:59.999,0.0,0
DODO/USDC,2025-02-27,0.0859,0.0882,0.0842,0.0865,13247.06207,2025-02-27 23:59:59.999,153362.6,2531
DODO/USDC,2025-02-28,0.0865,0.0869,0.0796,0.0856,19565.2558,2025-02-28 23:59:59.999,235505.7,3726
DODO/USDC,2025-03-01,0.0856,0.0863,0.0812,0.0836,8106.23444,2025-03-01 23:59:59.999,97349.9,1543
DODO/USDC,2025-03-02,0.0836,0.0943,0.0817,0.0938,13980.07722,2025-03-02 23:59:59.999,160627.0,2665
DODO/USDC,2025-03-03,0.0938,0.0939,0.0784,0.0791,19622.14269,2025-03-03 23:59:59.999,229263.7,3749
DODO/USDC,2025-03-04,0.0791,0.0797,0.0703,0.0765,20976.04333,2025-03-04 23:59:59.999,281368.4,4025
BAL/USDC,2025-02-27,1.977,1.977,1.977,1.977,0.0,2025-02-27 23:59:59.999,0.0,0
BAL/USDC,2025-02-28,1.977,1.977,1.977,1.977,0.0,2025-02-28 23:59:59.999,0.0,0
BAL/USDC,2025-03-01,1.977,1.977,1.977,1.977,0.0,2025-03-01 23:59:59.999,0.0,0
BAL/USDC,2025-03-02,1.977,1.977,1.977,1.977,0.0,2025-03-02 23:59:59.999,0.0,0
BAL/USDC,2025-03-03,1.977,1.977,1.977,1.977,0.0,2025-03-03 23:59:59.999,0.0,0
BAL/USDC,2025-03-04,1.977,1.977,1.977,1.977,0.0,2025-03-04 23:59:59.999,0.0,0
MMS/ETH,2025-02-27,0.01223,0.01223,0.01223,0.01223,0.0,2025-02-27 23:59:59.999,0.0,0
MMS/ETH,2025-02-28,0.01223,0.01223,0.01223,0.01223,0.0,2025-02-28 23:59:59.999,0.0,0
MMS/ETH,2025-03-01,0.01223,0.01223,0.01223,0.01223,0.0,2025-03-01 23:59:59.999,0.0,0
MMS/ETH,2025-03-02,0.01223,0.01223,0.01223,0.01223,0.0,2025-03-02 23:59:59.999,0.0,0
MMS/ETH,2025-03-03,0.01223,0.01223,0.01223,0.01223,0.0,2025-03-03 23:59:59.999,0.0,0
MMS/ETH,2025-03-04,0.01223,0.01223,0.01223,0.01223,0.0,2025-03-04 23:59:59.999,0.0,0
FTM/USDC,2025-02-27,0.7001,0.7001,0.7001,0.7001,0.0,2025-02-27 23:59:59.999,0.0,0
FTM/USDC,2025-02-28,0.7001,0.7001,0.7001,0.7001,0.0,2025-02-28 23:59:59.999,0.0,0
FTM/USDC,2025-03-01,0.7001,0.7001,0.7001,0.7001,0.0,2025-03-01 23:59:59.999,0.0,0
