pair,0,1,2,3,4,5,6,7,8,9,10,11,12
CHZ/USDC,1741478400000,0.053,0.053,0.053,0.053,0,1741564799999,0,0,0,0,True,0
CHZ/USDC,1741564800000,0.053,0.053,0.053,0.053,0,1741651199999,0,0,0,0,False,0
FTM/USDC,1741478400000,0.7001,0.7001,0.7001,0.7001,0,1741564799999,0,0,0,0,True,0
FTM/USDC,1741564800000,0.7001,0.7001,0.7001,0.7001,0,1741651199999,0,0,0,0,False,0
SSV/USDC,1741478400000,9.89,9.89,9.89,9.89,0,1741564799999,0,0,0,0,True,0
SSV/USDC,1741564800000,9.89,9.89,7.99,7.99,23575.32805,1741651199999,2901.592,14,2901.592,23575.32805,False,9.1035
RSS3/USDC,1741478400000,0.05014,0.05014,0.04814,0.04814,4225.3279,1741564799999,84897.5,3,84897.5,4225.3279,True,0.04914
RSS3/USDC,1741564800000,0.04814,0.04814,0.04814,0.04814,0,1741651199999,0,0,0,0,False,0
YFI/USDC,1741478400000,5906,5906,5906,5906,0,1741564799999,0,0,0,0,True,0
YFI/USDC,1741564800000,5906,5906,5906,5906,0,1741651199999,0,0,0,0,False,0
MMS/ETH,1741478400000,0.01223,0.01223,0.01223,0.01223,0,1741564799999,0,0,0,0,True,0
MMS/ETH,1741564800000,0.01223,0.01223,0.01223,0.01223,0,1741651199999,0,0,0,0,False,0
BAL/USDC,1741478400000,1.977,1.977,1.977,1.977,0,1741564799999,0,0,0,0,True,0
BAL/USDC,1741564800000,1.977,1.977,1.977,1.977,0,1741651199999,0,0,0,0,False,0
DODO/USDC,1741478400000,0.0753,0.0754,0.0659,0.0668,11597.67554,1741564799999,164582.7,2205,164582.7,11597.67554,True,0.070623
DODO/USDC,1741564800000,0.0668,0.0713,0.0657,0.0698,6612.67201,1741651199999,96738.3,1268,96738.3,6612.67201,False,0.068381
ZUZALU/ETH,1741478400000,0.00000241,0.00000241,0.00000241,0.00000241,0,1741564799999,0,0,0,0,True,0
ZUZALU/ETH,1741564800000,0.00000241,0.00000241,0.00000241,0.00000241,0,1741651199999,0,0,0,0,False,0
DEGEN/USDC,1741478400000,0.1,0.1,0.1,0.1,0,1741564799999,0,0,0,0,True,0
DEGEN/USDC,1741564800000,0.1,0.1,0.1,0.1,0,1741651199999,0,0,0,0,False,0
LRC/USDC,1741478400000,0.1307,0.1307,0.1307,0.1307,0,1741564799999,0,0,0,0,True,0
LRC/USDC,1741564800000,0.1307,0.1307,0.1307,0.1307,0,1741651199999,0,0,0,0,False,0
ZUZALU/USDC,1741478400000,0.004025,0.004025,0.004025,0.004025,0,1741564799999,0,0,0,0,True,0
ZUZALU/USDC,1741564800000,0.004025,0.004025,0.004025,0.004025,0,1741651199999,0,0,0,0,False,0
LINK/USDT,1741478400000,203.1,203.1,203.1,203.1,0,1741564799999,0,0,0,0,True,0
LINK/USDT,1741564800000,203.1,203.1,203.1,203.1,0,1741651199999,0,0,0,0,False,0
POWR/USDC,1741478400000,0.2232,0.2232,0.2232,0.2232,0,1741564799999,0,0,0,0,True,0
POWR/USDC,1741564800000,0.2232,0.2232,0.2232,0.2232,0,1741651199999,0,0,0,0,False,0
LINK/USDC,1741478400000,15.27,15.38,13.62,13.81,82960.12998,1741564799999,5794.7496,11082,5794.7496,82960.12998,True,15.269
LINK/USDC,1741564800000,13.81,14.57,13.67,14.1,53369.86035,1741651199999,3786.9508,7102,3786.9508,53369.86035,False,13.858
LADYS/USDC,1741478400000,0.00000004721,0.00000004721,0.00000004721,0.00000004721,0,1741564799999,0,0,0,0,True,0
LADYS/USDC,1741564800000,0.00000004721,0.00000004721,0.00000004721,0.00000004721,0,1741651199999,0,0,0,0,False,0
