pair,0,1,2,3,4,5,6,7,8,9,10,11,12
SSV/USDC,1742428800000,6.99,6.99,6.99,6.99,0,1742515199999,0,0,0,0,True,0
SSV/USDC,1742515200000,6.99,6.99,6.99,6.99,0,1742601599999,0,0,0,0,True,0
SSV/USDC,1742601600000,6.99,6.99,6.99,6.99,0,1742687999999,0,0,0,0,True,0
SSV/USDC,1742688000000,6.99,6.99,6.99,6.99,0,1742774399999,0,0,0,0,True,0
SSV/USDC,1742774400000,6.99,6.99,6.99,6.99,0,1742860799999,0,0,0,0,True,0
SSV/USDC,1742860800000,6.99,6.99,6.99,6.99,0,1742947199999,0,0,0,0,True,0
SSV/USDC,1742947200000,6.99,6.99,6.99,6.99,0,1743033599999,0,0,0,0,True,0
SSV/USDC,1743033600000,6.99,6.99,6.99,6.99,0,1743119999999,0,0,0,0,True,0
SSV/USDC,1743120000000,6.99,6.99,6.99,6.99,0,1743206399999,0,0,0,0,True,0
SSV/USDC,1743206400000,6.99,6.99,6.99,6.99,0,1743292799999,0,0,0,0,True,0
SSV/USDC,1743292800000,6.99,6.99,6.99,6.99,1311.365,1743379199999,187.606,2,187.606,1311.365,True,6.99
SSV/USDC,1743379200000,6.99,6.99,6.99,6.99,795.529,1743465599999,113.8096,2,113.8096,795.529,True,6.99
SSV/USDC,1743465600000,6.99,6.99,6.99,6.99,0,1743551999999,0,0,0,0,True,0
SSV/USDC,1743552000000,6.99,6.99,6.99,6.99,0,1743638399999,0,0,0,0,True,0
SSV/USDC,1743638400000,6.99,6.99,6.99,6.99,0,1743724799999,0,0,0,0,True,0
SSV/USDC,1743724800000,6.99,6.99,6.99,6.99,0,1743811199999,0,0,0,0,True,0
SSV/USDC,1743811200000,6.99,6.99,5.99,5.99,5603.11,1743897599999,935.411,1,935.411,5603.11,True,5.99
SSV/USDC,1743897600000,5.99,5.99,3.99,3.99,1113.41598,1743983999999,224.72,3,224.72,1113.41598,True,4.99
SSV/USDC,1743984000000,3.99,3.99,3.99,3.99,0,1744070399999,0,0,0,0,True,0
SSV/USDC,1744070400000,3.99,3.99,3.99,3.99,0,1744156799999,0,0,0,0,True,0
SSV/USDC,1744156800000,3.99,3.99,3.99,3.99,0,1744243199999,0,0,0,0,False,0
CHZ/USDC,1742428800000,0.053,0.053,0.053,0.053,0,1742515199999,0,0,0,0,True,0
CHZ/USDC,1742515200000,0.053,0.053,0.053,0.053,0,1742601599999,0,0,0,0,True,0
CHZ/USDC,1742601600000,0.053,0.053,0.053,0.053,0,1742687999999,0,0,0,0,True,0
CHZ/USDC,1742688000000,0.053,0.053,0.053,0.053,0,1742774399999,0,0,0,0,True,0
