pair,0,1,2,3,4,5,6,7,8,9,10,11,12
CHZ/USDC,1741219200000,0.053,0.053,0.053,0.053,0,1741305599999,0,0,0,0,True,0
CHZ/USDC,1741305600000,0.053,0.053,0.053,0.053,0,1741391999999,0,0,0,0,False,0
MMS/ETH,1741219200000,0.01223,0.01223,0.01223,0.01223,0,1741305599999,0,0,0,0,True,0
MMS/ETH,1741305600000,0.01223,0.01223,0.01223,0.01223,0,1741391999999,0,0,0,0,False,0
RSS3/USDC,1741219200000,0.05151,0.05151,0.05121,0.05121,35993.22349,1741305599999,700809,4,700809,35993.22349,True,0.051347
RSS3/USDC,1741305600000,0.05121,0.05121,0.05114,0.05114,23048.8265,1741391999999,450523,3,450523,23048.8265,False,0.051173
FTM/USDC,1741219200000,0.7001,0.7001,0.7001,0.7001,0,1741305599999,0,0,0,0,True,0
FTM/USDC,1741305600000,0.7001,0.7001,0.7001,0.7001,0,1741391999999,0,0,0,0,False,0
YFI/USDC,1741219200000,5906,5906,5906,5906,0,1741305599999,0,0,0,0,True,0
YFI/USDC,1741305600000,5906,5906,5906,5906,0,1741391999999,0,0,0,0,False,0
SSV/USDC,1741219200000,9.89,9.89,9.89,9.89,0,1741305599999,0,0,0,0,True,0
SSV/USDC,1741305600000,9.89,9.89,9.89,9.89,0,1741391999999,0,0,0,0,False,0
BAL/USDC,1741219200000,1.977,1.977,1.977,1.977,0,1741305599999,0,0,0,0,True,0
BAL/USDC,1741305600000,1.977,1.977,1.977,1.977,0,1741391999999,0,0,0,0,False,0
DODO/USDC,1741219200000,0.0795,0.0818,0.0763,0.0774,10112.56685,1741305599999,128230.7,1932,128230.7,10112.56685,True,0.078879
DODO/USDC,1741305600000,0.0774,0.0784,0.0734,0.0775,6148.20735,1741391999999,80330.5,1174,80330.5,6148.20735,False,0.076574
ZUZALU/ETH,1741219200000,0.00000241,0.00000241,0.00000241,0.00000241,0,1741305599999,0,0,0,0,True,0
ZUZALU/ETH,1741305600000,0.00000241,0.00000241,0.00000241,0.00000241,0,1741391999999,0,0,0,0,False,0
DEGEN/USDC,1741219200000,0.1,0.1,0.1,0.1,0,1741305599999,0,0,0,0,True,0
DEGEN/USDC,1741305600000,0.1,0.1,0.1,0.1,0,1741391999999,0,0,0,0,False,0
LRC/USDC,1741219200000,0.1307,0.1307,0.1307,0.1307,0,1741305599999,0,0,0,0,True,0
LRC/USDC,1741305600000,0.1307,0.1307,0.1307,0.1307,0,1741391999999,0,0,0,0,False,0
POWR/USDC,1741219200000,0.2232,0.2232,0.2232,0.2232,0,1741305599999,0,0,0,0,True,0
POWR/USDC,1741305600000,0.2232,0.2232,0.2232,0.2232,0,1741391999999,0,0,0,0,False,0
LINK/USDT,1741219200000,203.1,203.1,203.1,203.1,0,1741305599999,0,0,0,0,True,0
LINK/USDT,1741305600000,203.1,203.1,203.1,203.1,0,1741391999999,0,0,0,0,False,0
ZUZALU/USDC,1741219200000,0.004025,0.004025,0.004025,0.004025,0,1741305599999,0,0,0,0,True,0
ZUZALU/USDC,1741305600000,0.004025,0.004025,0.004025,0.004025,0,1741391999999,0,0,0,0,False,0
LADYS/USDC,1741219200000,0.00000004721,0.00000004721,0.00000004721,0.00000004721,0,1741305599999,0,0,0,0,True,0
