pair,0,1,2,3,4,5,6,7,8,9,10,11,12
YFI/USDC,1740614400000,5906,5906,5906,5906,0,1740700799999,0,0,0,0,True,0
YFI/USDC,1740700800000,5906,5906,5906,5906,0,1740787199999,0,0,0,0,True,0
YFI/USDC,1740787200000,5906,5906,5906,5906,0,1740873599999,0,0,0,0,True,0
YFI/USDC,1740873600000,5906,5906,5906,5906,0,1740959999999,0,0,0,0,True,0
YFI/USDC,1740960000000,5906,5906,5906,5906,0,1741046399999,0,0,0,0,True,0
YFI/USDC,1741046400000,5906,5906,5906,5906,0,1741132799999,0,0,0,0,True,0
DODO/USDC,1740614400000,0.0859,0.0882,0.0842,0.0865,13247.06207,1740700799999,153362.6,2531,153362.6,13247.06207,True,0.086339
DODO/USDC,1740700800000,0.0865,0.0869,0.0796,0.0856,19565.2558,1740787199999,235505.7,3726,235505.7,19565.2558,True,0.083085
DODO/USDC,1740787200000,0.0856,0.0863,0.0812,0.0836,8106.23444,1740873599999,97349.9,1543,97349.9,8106.23444,True,0.083253
DODO/USDC,1740873600000,0.0836,0.0943,0.0817,0.0938,13980.07722,1740959999999,160627,2665,160627,13980.07722,True,0.087255
DODO/USDC,1740960000000,0.0938,0.0939,0.0784,0.0791,19622.14269,1741046399999,229263.7,3749,229263.7,19622.14269,True,0.085751
DODO/USDC,1741046400000,0.0791,0.0797,0.0703,0.0765,20976.04333,1741132799999,281368.4,4025,281368.4,20976.04333,True,0.074571
BAL/USDC,1740614400000,1.977,1.977,1.977,1.977,0,1740700799999,0,0,0,0,True,0
BAL/USDC,1740700800000,1.977,1.977,1.977,1.977,0,1740787199999,0,0,0,0,True,0
BAL/USDC,1740787200000,1.977,1.977,1.977,1.977,0,1740873599999,0,0,0,0,True,0
BAL/USDC,1740873600000,1.977,1.977,1.977,1.977,0,1740959999999,0,0,0,0,True,0
BAL/USDC,1740960000000,1.977,1.977,1.977,1.977,0,1741046399999,0,0,0,0,True,0
BAL/USDC,1741046400000,1.977,1.977,1.977,1.977,0,1741132799999,0,0,0,0,True,0
MMS/ETH,1740614400000,0.01223,0.01223,0.01223,0.01223,0,1740700799999,0,0,0,0,True,0
MMS/ETH,1740700800000,0.01223,0.01223,0.01223,0.01223,0,1740787199999,0,0,0,0,True,0
