pair,0,1,2,3,4,5,6,7,8,9,10,11,12
RSS3/USDC,1741737600000,0.03251,0.03251,0.03251,0.03251,0,1741823999999,0,0,0,0,False,0
CHZ/USDC,1741737600000,0.053,0.053,0.053,0.053,0,1741823999999,0,0,0,0,False,0
YFI/USDC,1741737600000,5906,5906,5906,5906,0,1741823999999,0,0,0,0,False,0
BAL/USDC,1741737600000,1.977,1.977,1.977,1.977,0,1741823999999,0,0,0,0,False,0
SSV/USDC,1741737600000,6.99,6.99,6.99,6.99,0,1741823999999,0,0,0,0,False,0
FTM/USDC,1741737600000,0.7001,0.7001,0.7001,0.7001,0,1741823999999,0,0,0,0,False,0
MMS/ETH,1741737600000,0.01223,0.01223,0.01223,0.01223,0,1741823999999,0,0,0,0,False,0
POWR/USDC,1741737600000,0.2232,0.2232,0.2232,0.2232,0,1741823999999,0,0,0,0,False,0
LINK/USDC,1741737600000,13.14,13.5,12.66,13.28,42767.13399,1741823999999,3274.7789,5731,3274.7789,42767.13399,False,13.122
LADYS/USDC,1741737600000,0.00000004721,0.00000004721,0.00000004721,0.00000004721,0,1741823999999,0,0,0,0,False,0
LRC/USDC,1741737600000,0.1307,0.1307,0.1307,0.1307,0,1741823999999,0,0,0,0,False,0
DODO/USDC,1741737600000,0.0666,0.0678,0.0645,0.0673,4704.76061,1741823999999,71022.2,895,71022.2,4704.76061,False,0.06624
DEGEN/USDC,1741737600000,0.1,0.1,0.1,0.1,0,1741823999999,0,0,0,0,False,0
LINK/USDT,1741737600000,203.1,203.1,203.1,203.1,0,1741823999999,0,0,0,0,False,0
ZUZALU/USDC,1741737600000,0.004025,0.004025,0.004025,0.004025,0,1741823999999,0,0,0,0,False,0
ZUZALU/ETH,1741737600000,0.00000241,0.00000241,0.00000241,0.00000241,0,1741823999999,0,0,0,0,False,0
OMG/USDC,1741737600000,0.2649,0.2649,0.2649,0.2649,0,1741823999999,0,0,0,0,False,0
APT/USDC,1741737600000,5.312,5.369,5.069,5.231,86451.268562,1741823999999,16610.905,12886,16610.905,86451.268562,False,5.2779
PENDLE/USDC,1741737600000,2.077,2.134,2.013,2.131,56698.271925,1741823999999,27374.396,10767,27374.396,56698.271925,False,2.0808
SAND/USDC,1741737600000,0.2703,0.2703,0.2703,0.2703,0,1741823999999,0,0,0,0,False,0
FXS/USDC,1741737600000,1.777,1.777,1.777,1.777,0,1741823999999,0,0,0,0,False,0
AXS/USDC,1741737600000,4.305,4.305,4.305,4.305,0,1741823999999,0,0,0,0,False,0
W/USDC,1741737600000,0.1651,0.1651,0.1651,0.1651,0,1741823999999,0,0,0,0,False,0
ACH/USDC,1741737600000,0.03432,0.03432,0.03432,0.03432,0,1741823999999,0,0,0,0,False,0
STORJ/USDC,1741737600000,0.38,0.38,0.38,0.38,0,1741823999999,0,0,0,0,False,0
AGIX/USDC,1741737600000,0.9077,0.9077,0.9077,0.9077,0,1741823999999,0,0,0,0,False,0
OMNI/USDC,1741737600000,5.14,5.14,5.14,5.14,0,1741823999999,0,0,0,0,False,0
DYDX/USDC,1741737600000,0.5845,0.6091,0.5743,0.6065,113635.350924,1741823999999,192829.568,24853,192829.568,113635.350924,False,0.58687
AEVO/USDC,1741737600000,0.1651,0.1651,0.1651,0.1651,0,1741823999999,0,0,0,0,False,0
WIF/USDC,1741737600000,0.449,0.461,0.429,0.456,9968.72521,1741823999999,22362.14,1933,22362.14,9968.72521,False,0.44527
LBS/USDT,1741737600000,10000000,10000000,10000000,10000000,0,1741823999999,0,0,0,0,False,0
CQT/USDC,1741737600000,0.25,0.25,0.25,0.25,0,1741823999999,0,0,0,0,False,0
STMX/USDC,1741737600000,0.004283,0.004283,0.004283,0.004283,0,1741823999999,0,0,0,0,False,0
GNO/USDC,1741737600000,184.7,184.7,184.7,184.7,0,1741823999999,0,0,0,0,False,0
BICO/USDC,1741737600000,0.1818,0.1818,0.1818,0.1818,0,1741823999999,0,0,0,0,False,0
CRV/USDC,1741737600000,0.4015,0.4236,0.395,0.4195,80545.295889,1741823999999,198363.49,16072,198363.49,80545.295889,False,0.40229
DORKY/USDC,1741737600000,0.025,0.025,0.025,0.025,0,1741823999999,0,0,0,0,False,0
SUI/USDC,1741737600000,2.23,2.296,2.176,2.279,88207.99016,1741823999999,39473.66,8369,39473.66,88207.99016,False,2.2291
BAT/USDC,1741737600000,0.1759,0.1759,0.1759,0.1759,0,1741823999999,0,0,0,0,False,0
MANA/USDC,1741737600000,0.2648,0.2648,0.2648,0.2648,0,1741823999999,0,0,0,0,False,0
